SN,Province,District,Administrative Division,Position,Ward,Age,Gender,Party,Vote,Status
6185,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,16,37,M,Communist Party of Nepal (Maoist Centre),"1,277",Elected
6186,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,16,38,M,Communist Party of Nepal (UML),"1,266",Elected
6187,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,16,44,M,Communist Party of Nepal (UML),"1,265",Elected
6188,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,16,56,F,Communist Party of Nepal (UML),"1,280",Elected
6189,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,16,34,F,Communist Party of Nepal (UML),"1,283",Elected
6190,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,17,46,M,Nepali Congress,872,Elected
6191,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,17,50,M,Nepali Congress,850,Elected
6192,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,17,53,M,Nepali Congress,834,Elected
6193,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,17,36,F,Nepali Congress,861,Elected
6194,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,17,30,F,Nepali Congress,849,Elected
6195,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,18,53,M,Communist Party of Nepal (UML),772,Elected
6196,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,18,37,M,Communist Party of Nepal (UML),785,Elected
6197,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,18,46,M,Communist Party of Nepal (UML),765,Elected
6198,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,18,47,F,Communist Party of Nepal (UML),795,Elected
6199,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,18,45,F,Communist Party of Nepal (UML),788,Elected
6200,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,19,55,M,Communist Party of Nepal (UML),655,Elected
6201,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,19,62,M,Communist Party of Nepal (UML),654,Elected
6202,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,19,70,M,Communist Party of Nepal (UML),648,Elected
6203,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,19,43,F,Communist Party of Nepal (UML),670,Elected
6204,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,19,27,F,Communist Party of Nepal (UML),651,Elected
6205,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,20,60,M,Nepali Congress,558,Elected
6206,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,20,32,M,Nepali Congress,548,Elected
6207,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,20,46,M,Communist Party of Nepal (UML),539,Elected
6208,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,20,25,F,Nepali Congress,559,Elected
6209,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,20,34,F,Nepali Congress,551,Elected
6210,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,21,35,M,Communist Party of Nepal (Maoist Centre),546,Elected
6211,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,21,39,M,Communist Party of Nepal (Maoist Centre),477,Elected
6212,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,21,37,M,Communist Party of Nepal (Maoist Centre),460,Elected
6213,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,21,32,F,Communist Party of Nepal (Maoist Centre),498,Elected
6214,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,21,36,F,Communist Party of Nepal (Maoist Centre),509,Elected
6215,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,22,43,M,Communist Party of Nepal (Maoist Centre),323,Elected
6216,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,22,39,M,Communist Party of Nepal (Maoist Centre),326,Elected
6217,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,22,31,M,Communist Party of Nepal (Maoist Centre),318,Elected
6218,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,22,46,F,Communist Party of Nepal (Maoist Centre),320,Elected
6219,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,22,44,F,Communist Party of Nepal (Maoist Centre),324,Elected
6220,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,23,30,M,Communist Party of Nepal (Maoist Centre),422,Elected
6221,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,23,48,M,Communist Party of Nepal (Maoist Centre),411,Elected
6222,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,23,38,M,Communist Party of Nepal (Maoist Centre),407,Elected
6223,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,23,53,F,Communist Party of Nepal (Maoist Centre),416,Elected
6224,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,23,43,F,Communist Party of Nepal (Maoist Centre),419,Elected
6225,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward President,24,59,M,Communist Party of Nepal (UML),458,Elected
6226,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,24,64,M,Communist Party of Nepal (UML),420,Elected
6227,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Ward Member,24,48,M,Communist Party of Nepal (UML),411,Elected
6228,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Female Ward Member,24,46,F,Communist Party of Nepal (UML),434,Elected
6229,Province 2,Bara,Jitpur Simara Sub-Metropolitian City,Dalit Female Ward Member,24,42,F,Communist Party of Nepal (UML),0,Unopposed
6230,Province 2,Bara,Devtal Rural Municipality,Mayor,,34,M,"Rastriya Janata Party, Nepal","2,330",Elected
6231,Province 2,Bara,Devtal Rural Municipality,Vice-Mayor,,29,F,"Rastriya Janata Party, Nepal","2,153",Elected
6232,Province 2,Bara,Devtal Rural Municipality,Ward President,1,70,M,Communist Party of Nepal (Maoist Centre),202,Elected
6233,Province 2,Bara,Devtal Rural Municipality,Ward Member,1,56,M,Communist Party of Nepal (Maoist Centre),192,Elected
6234,Province 2,Bara,Devtal Rural Municipality,Ward Member,1,47,M,Communist Party of Nepal (Maoist Centre),185,Elected
6235,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,1,52,F,Communist Party of Nepal (Maoist Centre),194,Elected
6236,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,1,36,F,Communist Party of Nepal (Maoist Centre),194,Elected
6237,Province 2,Bara,Devtal Rural Municipality,Ward President,2,39,M,Sanghiya Samajbadi Forum-Nepal (SSFN),798,Elected
6238,Province 2,Bara,Devtal Rural Municipality,Ward Member,2,58,M,Sanghiya Samajbadi Forum-Nepal (SSFN),838,Elected
6239,Province 2,Bara,Devtal Rural Municipality,Ward Member,2,43,M,Sanghiya Samajbadi Forum-Nepal (SSFN),817,Elected
6240,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,2,73,F,Sanghiya Samajbadi Forum-Nepal (SSFN),869,Elected
6241,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,2,48,F,Sanghiya Samajbadi Forum-Nepal (SSFN),874,Elected
6242,Province 2,Bara,Devtal Rural Municipality,Ward President,3,48,M,"Rastriya Janata Party, Nepal",312,Elected
6243,Province 2,Bara,Devtal Rural Municipality,Ward Member,3,45,M,"Rastriya Janata Party, Nepal",320,Elected
6244,Province 2,Bara,Devtal Rural Municipality,Ward Member,3,35,M,"Rastriya Janata Party, Nepal",288,Elected
6245,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,3,38,F,"Rastriya Janata Party, Nepal",324,Elected
6246,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,3,42,F,"Rastriya Janata Party, Nepal",323,Elected
6247,Province 2,Bara,Devtal Rural Municipality,Ward President,4,58,M,"Rastriya Janata Party, Nepal",329,Elected
6248,Province 2,Bara,Devtal Rural Municipality,Ward Member,4,53,M,"Rastriya Janata Party, Nepal",405,Elected
6249,Province 2,Bara,Devtal Rural Municipality,Ward Member,4,48,M,"Rastriya Janata Party, Nepal",386,Elected
6250,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,4,45,F,"Rastriya Janata Party, Nepal",369,Elected
6251,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,4,35,F,"Rastriya Janata Party, Nepal",393,Elected
6252,Province 2,Bara,Devtal Rural Municipality,Ward President,5,29,M,"Rastriya Janata Party, Nepal",441,Elected
6253,Province 2,Bara,Devtal Rural Municipality,Ward Member,5,34,M,Nepali Congress,399,Elected
6254,Province 2,Bara,Devtal Rural Municipality,Ward Member,5,43,M,Nepali Congress,379,Elected
6255,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,5,58,F,"Rastriya Janata Party, Nepal",401,Elected
6256,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,5,54,F,"Rastriya Janata Party, Nepal",394,Elected
6257,Province 2,Bara,Devtal Rural Municipality,Ward President,6,71,M,Sanghiya Samajbadi Forum-Nepal (SSFN),396,Elected
6258,Province 2,Bara,Devtal Rural Municipality,Ward Member,6,44,M,Sanghiya Samajbadi Forum-Nepal (SSFN),391,Elected
6259,Province 2,Bara,Devtal Rural Municipality,Ward Member,6,37,M,Sanghiya Samajbadi Forum-Nepal (SSFN),387,Elected
6260,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,6,41,F,Sanghiya Samajbadi Forum-Nepal (SSFN),404,Elected
6261,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,6,35,F,Sanghiya Samajbadi Forum-Nepal (SSFN),408,Elected
6262,Province 2,Bara,Devtal Rural Municipality,Ward President,7,33,M,"Rastriya Janata Party, Nepal",394,Elected
6263,Province 2,Bara,Devtal Rural Municipality,Ward Member,7,45,M,"Rastriya Janata Party, Nepal",390,Elected
6264,Province 2,Bara,Devtal Rural Municipality,Ward Member,7,53,M,"Rastriya Janata Party, Nepal",388,Elected
6265,Province 2,Bara,Devtal Rural Municipality,Female Ward Member,7,45,F,"Rastriya Janata Party, Nepal",397,Elected
6266,Province 2,Bara,Devtal Rural Municipality,Dalit Female Ward Member,7,59,F,"Rastriya Janata Party, Nepal",401,Elected
6267,Province 2,Bara,Nijagadh Urban Municipality,Mayor,,43,M,Nepali Congress,"7,648",Elected
6268,Province 2,Bara,Nijagadh Urban Municipality,Vice-Mayor,,39,F,Communist Party of Nepal (UML),"6,773",Elected
6269,Province 2,Bara,Nijagadh Urban Municipality,Ward President,1,30,M,Nepali Congress,333,Elected
6270,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,1,31,F,Nepali Congress,327,Elected
6271,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,1,48,M,Nepali Congress,326,Elected
6272,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,1,40,F,Nepali Congress,325,Elected
6273,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,1,35,F,Nepali Congress,323,Elected
6274,Province 2,Bara,Nijagadh Urban Municipality,Ward President,2,49,M,Communist Party of Nepal (UML),382,Elected
6275,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,2,51,M,Communist Party of Nepal (UML),377,Elected
6276,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,2,45,M,Communist Party of Nepal (UML),371,Elected
6277,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,2,50,F,Communist Party of Nepal (UML),380,Elected
6278,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,2,41,F,Communist Party of Nepal (UML),372,Elected
6279,Province 2,Bara,Nijagadh Urban Municipality,Ward President,3,51,M,Communist Party of Nepal (UML),408,Elected
6280,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,3,48,M,Communist Party of Nepal (UML),415,Elected
6281,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,3,32,F,Communist Party of Nepal (UML),406,Elected
6282,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,3,52,F,Communist Party of Nepal (UML),415,Elected
6283,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,3,45,F,Communist Party of Nepal (UML),414,Elected
6284,Province 2,Bara,Nijagadh Urban Municipality,Ward President,4,35,M,Communist Party of Nepal (UML),685,Elected
6285,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,4,58,M,Communist Party of Nepal (UML),707,Elected
6286,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,4,70,M,Communist Party of Nepal (UML),674,Elected
6287,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,4,36,F,Communist Party of Nepal (UML),717,Elected
6288,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,4,49,F,Communist Party of Nepal (UML),711,Elected
6289,Province 2,Bara,Nijagadh Urban Municipality,Ward President,5,60,M,Communist Party of Nepal (UML),587,Elected
6290,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,5,39,M,Communist Party of Nepal (UML),612,Elected
6291,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,5,35,M,Communist Party of Nepal (UML),610,Elected
6292,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,5,41,F,Communist Party of Nepal (UML),620,Elected
6293,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,5,49,F,Communist Party of Nepal (UML),619,Elected
6294,Province 2,Bara,Nijagadh Urban Municipality,Ward President,6,49,M,Communist Party of Nepal (UML),736,Elected
6295,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,6,41,M,Communist Party of Nepal (UML),742,Elected
6296,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,6,55,M,Communist Party of Nepal (UML),732,Elected
6297,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,6,59,F,Communist Party of Nepal (UML),727,Elected
6298,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,6,36,F,Communist Party of Nepal (UML),732,Elected
6299,Province 2,Bara,Nijagadh Urban Municipality,Ward President,7,47,M,Communist Party of Nepal (UML),776,Elected
6300,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,7,49,F,Communist Party of Nepal (UML),815,Elected
6301,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,7,47,M,Communist Party of Nepal (UML),778,Elected
6302,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,7,40,F,Communist Party of Nepal (UML),816,Elected
6303,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,7,36,F,Communist Party of Nepal (UML),823,Elected
6304,Province 2,Bara,Nijagadh Urban Municipality,Ward President,8,50,M,Nepali Congress,655,Elected
6305,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,8,43,M,Nepali Congress,649,Elected
6306,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,8,73,M,Nepali Congress,643,Elected
6307,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,8,31,F,Nepali Congress,624,Elected
6308,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,8,49,F,Nepali Congress,647,Elected
6309,Province 2,Bara,Nijagadh Urban Municipality,Ward President,9,53,M,Communist Party of Nepal (UML),833,Elected
6310,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,9,33,M,Communist Party of Nepal (UML),826,Elected
6311,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,9,46,F,Communist Party of Nepal (UML),800,Elected
6312,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,9,41,F,Communist Party of Nepal (UML),835,Elected
6313,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,9,33,F,Communist Party of Nepal (UML),847,Elected
6314,Province 2,Bara,Nijagadh Urban Municipality,Ward President,10,59,M,Nepali Congress,411,Elected
6315,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,10,56,M,Nepali Congress,423,Elected
6316,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,10,26,M,Nepali Congress,410,Elected
6317,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,10,40,F,Nepali Congress,420,Elected
6318,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,10,55,F,Nepali Congress,412,Elected
6319,Province 2,Bara,Nijagadh Urban Municipality,Ward President,11,42,M,Communist Party of Nepal (UML),497,Elected
6320,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,11,34,M,Communist Party of Nepal (UML),493,Elected
6321,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,11,53,M,Nepali Congress,481,Elected
6322,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,11,47,F,Communist Party of Nepal (UML),502,Elected
6323,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,11,33,F,Communist Party of Nepal (UML),498,Elected
6324,Province 2,Bara,Nijagadh Urban Municipality,Ward President,12,32,M,Nepali Congress,639,Elected
6325,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,12,53,M,Nepali Congress,624,Elected
6326,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,12,27,M,Nepali Congress,622,Elected
6327,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,12,31,F,Nepali Congress,632,Elected
6328,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,12,42,F,Nepali Congress,630,Elected
6329,Province 2,Bara,Nijagadh Urban Municipality,Ward President,13,32,M,Nepali Congress,403,Elected
6330,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,13,32,M,Nepali Congress,402,Elected
6331,Province 2,Bara,Nijagadh Urban Municipality,Ward Member,13,34,M,Nepali Congress,400,Elected
6332,Province 2,Bara,Nijagadh Urban Municipality,Female Ward Member,13,59,F,Nepali Congress,408,Elected
6333,Province 2,Bara,Nijagadh Urban Municipality,Dalit Female Ward Member,13,37,F,Nepali Congress,407,Elected
6334,Province 2,Bara,Pacharauta Urban Municipality,Mayor,,36,M,Sanghiya Samajbadi Forum-Nepal (SSFN),"2,642",Elected
6335,Province 2,Bara,Pacharauta Urban Municipality,Vice-Mayor,,33,F,"Rastriya Janata Party, Nepal","2,546",Elected
6336,Province 2,Bara,Pacharauta Urban Municipality,Ward President,1,60,M,Communist Party of Nepal (UML),817,Elected
6337,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,1,39,M,Communist Party of Nepal (UML),750,Elected
6338,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,1,52,M,Communist Party of Nepal (UML),724,Elected
6339,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,1,46,F,Communist Party of Nepal (UML),760,Elected
6340,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,1,51,F,Communist Party of Nepal (UML),767,Elected
6341,Province 2,Bara,Pacharauta Urban Municipality,Ward President,2,37,M,Sanghiya Samajbadi Forum-Nepal (SSFN),468,Elected
6342,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,2,41,M,Sanghiya Samajbadi Forum-Nepal (SSFN),474,Elected
6343,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,2,67,M,Sanghiya Samajbadi Forum-Nepal (SSFN),471,Elected
6344,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,2,35,F,Sanghiya Samajbadi Forum-Nepal (SSFN),483,Elected
6345,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,2,56,F,Sanghiya Samajbadi Forum-Nepal (SSFN),495,Elected
6346,Province 2,Bara,Pacharauta Urban Municipality,Ward President,3,70,M,Communist Party of Nepal (Maoist Centre),232,Elected
6347,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,3,67,M,Sanghiya Samajbadi Forum-Nepal (SSFN),210,Elected
6348,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,3,42,M,Sanghiya Samajbadi Forum-Nepal (SSFN),182,Elected
6349,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,3,51,F,Sanghiya Samajbadi Forum-Nepal (SSFN),208,Elected
6350,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,3,32,F,Sanghiya Samajbadi Forum-Nepal (SSFN),212,Elected
6351,Province 2,Bara,Pacharauta Urban Municipality,Ward President,4,45,M,Sanghiya Samajbadi Forum-Nepal (SSFN),443,Elected
6352,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,4,67,M,Sanghiya Samajbadi Forum-Nepal (SSFN),472,Elected
6353,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,4,49,M,Sanghiya Samajbadi Forum-Nepal (SSFN),456,Elected
6354,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,4,34,F,Sanghiya Samajbadi Forum-Nepal (SSFN),491,Elected
6355,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,4,31,F,Sanghiya Samajbadi Forum-Nepal (SSFN),481,Elected
6356,Province 2,Bara,Pacharauta Urban Municipality,Ward President,5,30,M,Sanghiya Samajbadi Forum-Nepal (SSFN),347,Elected
6357,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,5,65,M,Sanghiya Samajbadi Forum-Nepal (SSFN),375,Elected
6358,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,5,27,M,Sanghiya Samajbadi Forum-Nepal (SSFN),354,Elected
6359,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,5,39,F,Sanghiya Samajbadi Forum-Nepal (SSFN),375,Elected
6360,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,5,50,F,Sanghiya Samajbadi Forum-Nepal (SSFN),376,Elected
6361,Province 2,Bara,Pacharauta Urban Municipality,Ward President,6,66,M,"Rastriya Janata Party, Nepal",386,Elected
6362,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,6,47,M,"Rastriya Janata Party, Nepal",379,Elected
6363,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,6,49,M,"Rastriya Janata Party, Nepal",367,Elected
6364,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,6,32,F,"Rastriya Janata Party, Nepal",376,Elected
6365,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,6,46,F,"Rastriya Janata Party, Nepal",379,Elected
6366,Province 2,Bara,Pacharauta Urban Municipality,Ward President,7,45,M,Communist Party of Nepal (UML),659,Elected
6367,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,7,61,M,Communist Party of Nepal (Maoist Centre),624,Elected
6368,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,7,72,M,Communist Party of Nepal (Maoist Centre),623,Elected
6369,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,7,29,F,Communist Party of Nepal (Maoist Centre),655,Elected
6370,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,7,44,F,Communist Party of Nepal (Maoist Centre),651,Elected
6371,Province 2,Bara,Pacharauta Urban Municipality,Ward President,8,56,M,Nepali Congress,311,Elected
6372,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,8,30,M,Nepali Congress,391,Elected
6373,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,8,52,M,Nepali Congress,359,Elected
6374,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,8,58,F,"Rastriya Janata Party, Nepal",337,Elected
6375,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,8,48,F,"Rastriya Janata Party, Nepal",318,Elected
6376,Province 2,Bara,Pacharauta Urban Municipality,Ward President,9,44,M,Nepali Congress,395,Elected
6377,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,9,29,M,Nepali Congress,391,Elected
6378,Province 2,Bara,Pacharauta Urban Municipality,Ward Member,9,40,M,Nepali Congress,376,Elected
6379,Province 2,Bara,Pacharauta Urban Municipality,Female Ward Member,9,49,F,Nepali Congress,389,Elected
6380,Province 2,Bara,Pacharauta Urban Municipality,Dalit Female Ward Member,9,45,F,Nepali Congress,386,Elected
6381,Province 2,Bara,Parawanipur Rural Municipality,Mayor,,47,M,"Rastriya Janata Party, Nepal","2,678",Elected
6382,Province 2,Bara,Parawanipur Rural Municipality,Vice-Mayor,,50,F,"Rastriya Janata Party, Nepal","2,471",Elected
6383,Province 2,Bara,Parawanipur Rural Municipality,Ward President,1,49,M,"Rastriya Janata Party, Nepal",559,Elected
6384,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,1,28,M,"Rastriya Janata Party, Nepal",557,Elected
6385,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,1,35,M,"Rastriya Janata Party, Nepal",542,Elected
6386,Province 2,Bara,Parawanipur Rural Municipality,Female Ward Member,1,35,F,Sanghiya Samajbadi Forum-Nepal (SSFN),570,Elected
6387,Province 2,Bara,Parawanipur Rural Municipality,Dalit Female Ward Member,1,54,F,Sanghiya Samajbadi Forum-Nepal (SSFN),557,Elected
6388,Province 2,Bara,Parawanipur Rural Municipality,Ward President,2,64,M,Nepali Congress,693,Elected
6389,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,2,46,M,Nepali Congress,589,Elected
6390,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,2,62,M,Nepali Congress,585,Elected
6391,Province 2,Bara,Parawanipur Rural Municipality,Female Ward Member,2,24,F,Nepali Congress,610,Elected
6392,Province 2,Bara,Parawanipur Rural Municipality,Dalit Female Ward Member,2,35,F,Nepali Congress,611,Elected
6393,Province 2,Bara,Parawanipur Rural Municipality,Ward President,3,39,M,"Rastriya Janata Party, Nepal",758,Elected
6394,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,3,35,M,"Rastriya Janata Party, Nepal",762,Elected
6395,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,3,64,M,"Rastriya Janata Party, Nepal",754,Elected
6396,Province 2,Bara,Parawanipur Rural Municipality,Female Ward Member,3,53,F,"Rastriya Janata Party, Nepal",760,Elected
6397,Province 2,Bara,Parawanipur Rural Municipality,Dalit Female Ward Member,3,53,F,"Rastriya Janata Party, Nepal",760,Elected
6398,Province 2,Bara,Parawanipur Rural Municipality,Ward President,4,45,M,Communist Party of Nepal (UML),539,Elected
6399,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,4,50,M,Communist Party of Nepal (UML),506,Elected
6400,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,4,58,M,Communist Party of Nepal (UML),482,Elected
6401,Province 2,Bara,Parawanipur Rural Municipality,Female Ward Member,4,51,F,Communist Party of Nepal (UML),523,Elected
6402,Province 2,Bara,Parawanipur Rural Municipality,Dalit Female Ward Member,4,51,F,Communist Party of Nepal (UML),518,Elected
6403,Province 2,Bara,Parawanipur Rural Municipality,Ward President,5,48,M,Sanghiya Samajbadi Forum-Nepal (SSFN),794,Elected
6404,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,5,45,M,Communist Party of Nepal (Maoist Centre),571,Elected
6405,Province 2,Bara,Parawanipur Rural Municipality,Ward Member,5,48,M,Sanghiya Samajbadi Forum-Nepal (SSFN),520,Elected
6406,Province 2,Bara,Parawanipur Rural Municipality,Female Ward Member,5,51,F,Sanghiya Samajbadi Forum-Nepal (SSFN),571,Elected
6407,Province 2,Bara,Parawanipur Rural Municipality,Dalit Female Ward Member,5,61,F,Communist Party of Nepal (Maoist Centre),542,Elected
6408,Province 2,Bara,Prasauni Rural Municipality,Mayor,,50,M,"Rastriya Janata Party, Nepal","2,438",Elected
6409,Province 2,Bara,Prasauni Rural Municipality,Vice-Mayor,,27,F,"Rastriya Janata Party, Nepal","2,582",Elected
